regulator_name,regulator_id,database1,ID1,location1,element_type1,cell_type1,level1,regulated_name,regulated_id,database2,ID2,location2,element_type2,cell_type2,level2,interaction,score,kindscore,matchlevel,epistemicvalue,file_numbers,number,Regulator Variable Name,Regulated Variable Name,PaperID,,
cell_viability,mesh_D002470,mesh,D002470,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,,,,,,,,,PMC5908286,pimozide reduces PTCL cell viability,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,,,,,,,,,PMC5908286,positive-activation,
TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,increases,,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,,,,,,,,,PMC5908286,apoptosis induced by STAT5,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,,,,,,,,,PMC5908286,STAT5 knockdown triggers apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,,,,,,,,,PMC5908286,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,JAK_inhibitors,uaz_UAZ03907,uaz,UAZ03907,,simple-chemical,,,increases,,,,,,,,,PMC5908286,positive-activation,
pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,decreases,,,,,,,,,PMC5908286,pimozide induces apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,,,,,,,,,PMC5908286,STAT5 inhibition with pimozide induces apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,,,,,,,,,PMC5908286,STAT5 induces apoptosis,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,oncogenic_kinases,uaz_UAZ07160,uaz,UAZ07160,,protein,,,increases,,,,,,,,,PMC6896161,positive-activation,
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,STAT,uniprot_P35610,uniprot,P35610,,protein,,,increases,,,,,,,,,PMC6896161,positive-activation,
cell_survival,mesh_D002470,mesh,D002470,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC6896161,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,JAK1,uniprot_P23458,uniprot,P23458,,protein,,,decreases,,,,,,,,,PMC6896161,"JAK1 and STAT3, dysregulated cytokine signaling, upregulation positive regulators, and a loss of negative regulators of STAT3",negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,NPMALK,uaz_UAZ05272,uaz,UAZ05272,,protein,,,increases,,,,,,,,,PMC6896161,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,MF,pubchem_6992350,pubchem,6992350,,simple-chemical,,,increases,,,,,,,,,PMC6896161,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,SHP1,uniprot_P29381,uniprot,P29381,,protein,,,increases,,,,,,,,,PMC6896161,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,premiR155,uaz_UAZ07159,uaz,UAZ07159,,protein,,,increases,,,,,,,,,PMC6896161,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,IL21,uniprot_Q9HBE4,uniprot,Q9HBE4,,protein,,,increases,,,,,,,,,PMC6896161,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,decreases,,,,,,,,,PMC6896161,"STAT3, which leads to increased apoptosis",negative-activation
Fas,uniprot_P25445,uniprot,P25445,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,,,,,,,,,PMC6896161,positive-activation,
miR21,uaz_UAZ07145,uaz,UAZ07145,,protein,,,SS,uniprot_P37268,uniprot,P37268,,protein,,,increases,,,,,,,,,PMC6896161,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,miR29,uaz_UAZ07153,uaz,UAZ07153,,family,,,increases,,,,,,,,,PMC6896161,positive-activation,
cell_survival,mesh_D002470,mesh,D002470,,bioprocess,,,IRF4,uniprot_Q15306,uniprot,Q15306,,protein,,,increases,,,,,,,,,PMC6896161,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC6896161,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5B,uniprot_P51692,uniprot,P51692,,protein,,,increases,,,,,,,,,PMC6896161,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,IRF4,uniprot_Q15306,uniprot,Q15306,,protein,,,increases,,,,,,,,,PMC6896161,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC6896161,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,IL9,uniprot_P15248,uniprot,P15248,,protein,,,decreases,,,,,,,,,PMC6896161,IL-9 blockade after psoralen + UVA (PUVA) leads to increased apoptosis,negative-activation
IL9,uniprot_P15248,uniprot,P15248,,protein,,,MF,pubchem_6992350,pubchem,6992350,,simple-chemical,,,decreases,,,,,,,,,PMC6896161,MF patients with complete response to PUVA had significantly reduced IL-9,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,Ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,decreases,,,,,,,,,PMC6896161,Ruxolitinib suppresses STAT3,negative-activation
Epstein,uaz_UAZ07138,uaz,UAZ07138,,protein,,,Ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,decreases,,,,,,,,,PMC6896161,Ruxolitinib suppresses STAT3 and decreases the viability of Epstein,negative-activation
infiltration,mesh_D009361,mesh,D009361,,bioprocess,,,hSTAT5B,uaz_UAZ07071,uaz,UAZ07071,,protein,,,increases,,,,,,,,,PMC5749501,positive-activation,
CD8,be_CD8,be,CD8,,family,,,hSTAT5B,uaz_UAZ07071,uaz,UAZ07071,,protein,,,increases,,,,,,,,,PMC5749501,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,tofacitinib,pubchem_9926791,pubchem,9926791,,simple-chemical,,,decreases,,,,,,,,,PMC5749501,tofacitinib reduced the activation of STAT5,negative-activation
cell_viability,mesh_D002470,mesh,D002470,,bioprocess,,,tofacitinib,pubchem_9926791,pubchem,9926791,,simple-chemical,,,decreases,,,,,,,,,PMC5749501,tofacitinib reduced the activation of STAT5 and cell viability,negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,decreases,,,,,,,,,PMC5749501,ruxolitinib and tofacitinib reduced the activation of STAT5,negative-activation
cell_viability,mesh_D002470,mesh,D002470,,bioprocess,,,ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,decreases,,,,,,,,,PMC5749501,ruxolitinib and tofacitinib reduced the activation of STAT5 and cell viability,negative-activation
infiltration,mesh_D009361,mesh,D009361,,bioprocess,,,ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,decreases,,,,,,,,,PMC5749501,ruxolitinib decreased the degree of T cell infiltration,negative-activation
AURKB,uniprot_Q96GD4,uniprot,Q96GD4,,protein,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,,,,,,,,,PMC5749501,STAT5 activation compared with ruxolitinib but efficiently reduced AURKB,negative-activation
CD8,be_CD8,be,CD8,,family,,,hSTAT5B,uaz_UAZ07071,uaz,UAZ07071,,protein,,,increases,,,,,,,,,PMC5749501,positive-activation,
heat,pfam_PF02985,pfam,PF02985,,family,,,antigen,uaz_UA-BP-GGP-00007,uaz,UA-BP-GGP-00007,,protein,,,increases,,,,,,,,,PMC5749501,positive-activation,
STAT,uniprot_P35610,uniprot,P35610,,protein,,,JAK1,uniprot_P23458,uniprot,P23458,,protein,,,increases,,,,,,,,,PMC7017127,positive-activation,
STAT,uniprot_P35610,uniprot,P35610,,protein,,,Jak1,uniprot_P23458,uniprot,P23458,,protein,,,increases,,,,,,,,,PMC7017127,positive-activation,
STAT,uniprot_P35610,uniprot,P35610,,protein,,,Jak1,uniprot_P23458,uniprot,P23458,,protein,,,increases,,,,,,,,,PMC7017127,positive-activation,
DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,decreases,,,,,,,,,PMC5035508,p53 can trigger either cell cycle arrest or apoptosis in response to DNA damage,negative-activation
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,decreases,,,,,,,,,PMC5035508,p53 can trigger either cell cycle,negative-activation
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,tumor_suppressor_protein,uniprot_Q9BT92,uniprot,Q9BT92,,protein,,,decreases,,,,,,,,,PMC5035508,tumor suppressor protein p53 can trigger either cell cycle,negative-activation
DNA_damage,mesh_D004249,mesh,D004249,,bioprocess,,,tumor_suppressor_protein,uniprot_Q9BT92,uniprot,Q9BT92,,protein,,,decreases,,,,,,,,,PMC5035508,tumor suppressor protein p53 can trigger either cell cycle arrest or apoptosis in response to DNA damage,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,tumor_suppressor_protein,uniprot_Q9BT92,uniprot,Q9BT92,,protein,,,decreases,,,,,,,,,PMC5035508,tumor suppressor protein p53 can trigger either cell cycle arrest or apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,p53,uniprot_P04637,uniprot,P04637,,protein,,,decreases,,,,,,,,,PMC5035508,p53 can trigger either cell cycle arrest or apoptosis,negative-activation
Fas,uniprot_P25445,uniprot,P25445,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,,,,,,,,,PMC5035508,positive-activation,
AP1,be_AP1,be,AP1,,protein,,,Blimp1,uniprot_O75626,uniprot,O75626,,protein,,,decreases,,,,,,,,,PMC6710364,down-regulated by Blimp-1 after its AP-1,negative-activation
receptor,uaz_UAZ00375,uaz,UAZ00375,,protein,,,antigen,uaz_UA-BP-GGP-00007,uaz,UA-BP-GGP-00007,,protein,,,increases,,,,,,,,,PMC6710364,positive-activation,
Pax5,uniprot_Q02548,uniprot,Q02548,,protein,,,Irf4,uniprot_Q15306,uniprot,Q15306,,protein,,,decreases,,,,,,,,,PMC6710364,inhibition of Pax5 by Irf4,negative-activation
Foxp3,uniprot_B7ZLG1,uniprot,B7ZLG1,,protein,,,PTEN,uniprot_P60484,uniprot,P60484,,protein,,,increases,,,,,,,,,PMC6710364,positive-activation,
PTEN,uniprot_P60484,uniprot,P60484,,protein,,,IL12,be_IL12,be,IL12,,family,,,increases,,,,,,,,,PMC6710364,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,IL15,uniprot_P40933,uniprot,P40933,,protein,,,decreases,,,,,,,,,PMC3885672,"IL-15 also activates monocytes, macrophages, and dendritic cells; inhibits apoptosis",negative-activation
immune_response,go_GO:0006955,go,GO:0006955,,bioprocess,,,IL15,uniprot_P40933,uniprot,P40933,,protein,,,increases,,,,,,,,,PMC3885672,positive-activation,
CD8,be_CD8,be,CD8,,family,,,IL15,uniprot_P40933,uniprot,P40933,,protein,,,increases,,,,,,,,,PMC3885672,positive-activation,
LTRLUC,uaz_UAZ07526,uaz,UAZ07526,,protein,,,LTR,pubchem_439574,pubchem,439574,,simple-chemical,,,increases,,,,,,,,,PMC3885672,positive-activation,
Tax,pfam_PF02959,pfam,PF02959,,family,,,IL15,uniprot_P40933,uniprot,P40933,,protein,,,decreases,,,,,,,,,PMC3885672,IL-15 represses tumor growth in Tax,negative-activation
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,IL15,uniprot_P40933,uniprot,P40933,,protein,,,decreases,,,,,,,,,PMC3885672,IL-15 represses tumor growth in Tax lymphoma by promoting tumor cell death,negative-activation
Tax,pfam_PF02959,pfam,PF02959,,family,,,IL6,uniprot_P05231,uniprot,P05231,,protein,,,decreases,,,,,,,,,PMC3885672,"IL-6, which was reduced an average of 7-fold in IL-15 −/−  Tax",negative-activation
immunity,go_GO:0006955,go,GO:0006955,,bioprocess,,,IL15,uniprot_P40933,uniprot,P40933,,protein,,,increases,,,,,,,,,PMC3885672,positive-activation,
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,IL15,uniprot_P40933,uniprot,P40933,,protein,,,increases,,,,,,,,,PMC3885672,positive-activation,
ADCC,uniprot_O34946,uniprot,O34946,,protein,,,cetuximab,uaz_UAZ00056,uaz,UAZ00056,,protein,,,increases,,,,,,,,,PMC3885672,positive-activation,
ADCC,uniprot_O34946,uniprot,O34946,,protein,,,IL15,uniprot_P40933,uniprot,P40933,,protein,,,increases,,,,,,,,,PMC3885672,positive-activation,
cetuximab,uaz_UAZ00056,uaz,UAZ00056,,protein,,,IL15,uniprot_P40933,uniprot,P40933,,protein,,,increases,,,,,,,,,PMC3885672,positive-activation,
rituximab,uaz_UAZ01285,uaz,UAZ01285,,protein,,,IL15,uniprot_P40933,uniprot,P40933,,protein,,,increases,,,,,,,,,PMC3885672,positive-activation,
JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,gain,pfam_PF16489,pfam,PF16489,,family,,,increases,,,,,,,,,PMC6966610,positive-activation,
STAT,uniprot_P35610,uniprot,P35610,,protein,,,gain,pfam_PF16489,pfam,PF16489,,family,,,increases,,,,,,,,,PMC6966610,positive-activation,
JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,STAT,uniprot_P35610,uniprot,P35610,,protein,,,increases,,,,,,,,,PMC6966610,positive-activation,
STAT,uniprot_P35610,uniprot,P35610,,protein,,,JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,increases,,,,,,,,,PMC6966610,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,NKp46,uniprot_O76036,uniprot,O76036,,protein,,,decreases,,,,,,,,,PMC3603285,NKp46-deficient mice were reported to have reduced NK cell activation and interferon-γ (IFN-γ,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,NKp46,uniprot_O76036,uniprot,O76036,,protein,,,increases,,,,,,,,,PMC3603285,positive-activation,
DCs,pubchem_6234,pubchem,6234,,simple-chemical,,,NKp30,uniprot_O14931,uniprot,O14931,,protein,,,increases,,,,,,,,,PMC3603285,positive-activation,
NKp44,uniprot_O95944,uniprot,O95944,,protein,,,IL21,uniprot_Q9HBE4,uniprot,Q9HBE4,,protein,,,decreases,,,,,,,,,PMC3603285,IL-21 can prevent the induction of NKp44,negative-activation
IL10,uniprot_P22301,uniprot,P22301,,protein,,,NKp30,uniprot_O14931,uniprot,O14931,,protein,,,decreases,,,,,,,,,PMC3603285,"NKp30, induce NK cells to produce IL-10",negative-activation
IL10,uniprot_P22301,uniprot,P22301,,protein,,,B7,uniprot_P33681,uniprot,P33681,,protein,,,increases,,,,,,,,,PMC3603285,positive-activation,
IL10,uniprot_P22301,uniprot,P22301,,protein,,,NKp30,uniprot_O14931,uniprot,O14931,,protein,,,decreases,,,,,,,,,PMC3603285,"NKp30, induce NK cells to produce IL-10",negative-activation
IL10,uniprot_P22301,uniprot,P22301,,protein,,,B7,uniprot_P33681,uniprot,P33681,,protein,,,increases,,,,,,,,,PMC3603285,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,NKp44,uniprot_O95944,uniprot,O95944,,protein,,,decreases,,,,,,,,,PMC3603285,NKp44 with PCNA strongly inhibits both NK cell cytotoxicity and IFN-γ,negative-activation
TCR,uniprot_P04234,uniprot,P04234,,protein,,,antigen,uaz_UA-BP-GGP-00007,uaz,UA-BP-GGP-00007,,protein,,,increases,,,,,,,,,PMC3603285,positive-activation,
CCL5,uniprot_P13501,uniprot,P13501,,protein,,,NKp30,uniprot_O14931,uniprot,O14931,,protein,,,increases,,,,,,,,,PMC3603285,positive-activation,
RANTES,uaz_UAZ01130,uaz,UAZ01130,,protein,,,NKp30,uniprot_O14931,uniprot,O14931,,protein,,,increases,,,,,,,,,PMC3603285,positive-activation,
CCL4,uniprot_P13236,uniprot,P13236,,protein,,,NKp30,uniprot_O14931,uniprot,O14931,,protein,,,increases,,,,,,,,,PMC3603285,positive-activation,
CCL3,uniprot_P10147,uniprot,P10147,,protein,,,NKp30,uniprot_O14931,uniprot,O14931,,protein,,,increases,,,,,,,,,PMC3603285,positive-activation,
TCR,uniprot_P04234,uniprot,P04234,,protein,,,proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,decreases,,,,,,,,,PMC3603285,TCR-mediated proliferation,negative-activation
IL22,uniprot_Q9GZX6,uniprot,Q9GZX6,,protein,,,NKp46,uniprot_O76036,uniprot,O76036,,protein,,,increases,,,,,,,,,PMC3603285,positive-activation,
ITAM,pfam_PF02189,pfam,PF02189,,family,,,Lck,uniprot_P06239,uniprot,P06239,,protein,,,increases,,,,,,,,,PMC3603285,positive-activation,
ITAM,pfam_PF02189,pfam,PF02189,,family,,,Fyn,uniprot_P06241,uniprot,P06241,,protein,,,increases,,,,,,,,,PMC3603285,positive-activation,
ITAM,pfam_PF02189,pfam,PF02189,,family,,,Src,be_SRC,be,SRC,,family,,,increases,,,,,,,,,PMC3603285,positive-activation,
cell_recognition,go_GO:0008037,go,GO:0008037,,bioprocess,,,NKp30,uniprot_O14931,uniprot,O14931,,protein,,,increases,,,,,,,,,PMC3603285,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,nonreceptor_kinases,uaz_UAZ07402,uaz,UAZ07402,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,JAKs,uaz_UAZ03943,uaz,UAZ03943,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,Src,be_SRC,be,SRC,,family,,,increases,,,,,,,,,PMC7016717,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,Abl,uniprot_P00519,uniprot,P00519,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
metastasis,mesh_D009362,mesh,D009362,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
differentiation,go_GO:0030154,go,GO:0030154,,bioprocess,,,GCSF,uniprot_P09919,uniprot,P09919,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,GCSF,uniprot_P09919,uniprot,P09919,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,decreases,,,,,,,,,PMC7016717,STAT3β expression inhibits the survival and proliferation,negative-activation
cell_proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,decreases,,,,,,,,,PMC7016717,"STAT3β in B16 melanoma cells diminishes STAT3 DNA-binding activity, blocks STAT3-mediated gene expression and reduces cell proliferation",negative-activation
cell_proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,decreases,,,,,,,,,PMC7016717,STAT3-mediated gene expression and reduces cell proliferation,negative-activation
BCR,uniprot_P11274,uniprot,P11274,,protein,,,NFATc1,uniprot_O95644,uniprot,O95644,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
IL6,uniprot_P05231,uniprot,P05231,,protein,,,MCL,uniprot_Q8WXI8,uniprot,Q8WXI8,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,decreases,,,,,,,,,PMC7016717,JAK2/STAT3 activation can trigger cell apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,decreases,,,,,,,,,PMC7016717,STAT3 activation can trigger cell apoptosis,negative-activation
PDL2,uniprot_Q9BQ51,uniprot,Q9BQ51,,protein,,,HL,uniprot_P11150,uniprot,P11150,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
PDL2,uniprot_Q9BQ51,uniprot,Q9BQ51,,protein,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
PDL1,uniprot_Q9NZQ7,uniprot,Q9NZQ7,,protein,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
PDL1,uniprot_Q9NZQ7,uniprot,Q9NZQ7,,protein,,,HL,uniprot_P11150,uniprot,P11150,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,IL6,uniprot_P05231,uniprot,P05231,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
MM,pubchem_6993082,pubchem,6993082,,simple-chemical,,,JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
cell_growth,go_GO:0016049,go,GO:0016049,,bioprocess,,,JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,Stattic,pubchem_2779853,pubchem,2779853,,protein,,,decreases,,,,,,,,,PMC7016717,Stattic inhibits STAT3,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,AZD9150,uaz_UAZ04770,uaz,UAZ04770,,protein,,,decreases,,,,,,,,,PMC7016717,"AZD9150, an antisense oligonucleotide inhibitor of STAT3, inhibits STAT3",negative-activation
PI3K,be_PI3K,be,PI3K,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
ABC,pubchem_441300,pubchem,441300,,simple-chemical,,,interferon,be_Interferon,be,Interferon,,family,,,decreases,,,,,,,,,PMC7016717,interferon inducer lenalidomide inhibits growth of ABC,negative-activation
ABC,pubchem_441300,pubchem,441300,,simple-chemical,,,Ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,decreases,,,,,,,,,PMC7016717,Ruxolitinib and the type I interferon inducer lenalidomide inhibits growth of ABC,negative-activation
interferon,be_Interferon,be,Interferon,,family,,,lenalidomide,pubchem_216326,pubchem,216326,,simple-chemical,,,increases,,,,,,,,,PMC7016717,positive-activation,
interferon,be_Interferon,be,Interferon,,family,,,lenalidomide,pubchem_216326,pubchem,216326,,simple-chemical,,,increases,,,,,,,,,PMC7016717,positive-activation,
ABC,pubchem_441300,pubchem,441300,,simple-chemical,,,lenalidomide,pubchem_216326,pubchem,216326,,simple-chemical,,,decreases,,,,,,,,,PMC7016717,lenalidomide inhibits growth of ABC,negative-activation
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
cell_survival,mesh_D002470,mesh,D002470,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,,,,,,,,,PMC7016717,positive-activation,
TNF,uniprot_P01375,uniprot,P01375,,protein,,,Atg12,uniprot_O94817,uniprot,O94817,,protein,,,increases,,,,,,,,,PMC5454400,positive-activation,
chloroquine,pubchem_2719,pubchem,2719,,simple-chemical,,,ATPase,pfam_PF06745,pfam,PF06745,,family,,,decreases,,,,,,,,,PMC5454400,chloroquine and bafilomycin A1 (a specific inhibitor of the V‐ATPase,negative-activation
acidification,go_GO:0045851,go,GO:0045851,,bioprocess,,,bafilomycin_A1,pubchem_6436223,pubchem,6436223,,simple-chemical,,,decreases,,,,,,,,,PMC5454400,"bafilomycin A1 (a specific inhibitor of the V‐ATPase), both of which lack specificity and are believed to inhibit lysosomal acidification",negative-activation
acidification,go_GO:0045851,go,GO:0045851,,bioprocess,,,chloroquine,pubchem_2719,pubchem,2719,,simple-chemical,,,decreases,,,,,,,,,PMC5454400,"chloroquine and bafilomycin A1 (a specific inhibitor of the V‐ATPase), both of which lack specificity and are believed to inhibit lysosomal acidification",negative-activation
bafilomycin_A1,pubchem_6436223,pubchem,6436223,,simple-chemical,,,ATPase,pfam_PF06745,pfam,PF06745,,family,,,decreases,,,,,,,,,PMC5454400,bafilomycin A1 (a specific inhibitor of the V‐ATPase,negative-activation
LC3,be_MAP1LC3,be,MAP1LC3,,family,,,bafilomycin_A1,pubchem_6436223,pubchem,6436223,,simple-chemical,,,increases,,,,,,,,,PMC5454400,positive-activation,
endothelial_protein_C_receptor,uniprot_Q9UNN8,uniprot,Q9UNN8,,protein,,,receptors,uaz_UAZ07090,uaz,UAZ07090,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
tRNA_synthetase,uaz_UAZ07465,uaz,UAZ07465,,protein,,,receptors,uaz_UAZ07090,uaz,UAZ07090,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
IL17,uniprot_Q16552,uniprot,Q16552,,protein,,,RA,pfam_PF00788,pfam,PF00788,,family,,,increases,,,,,,,,,PMC7072729,positive-activation,
IFN,be_Interferon,be,Interferon,,family,,,RA,pfam_PF00788,pfam,PF00788,,family,,,increases,,,,,,,,,PMC7072729,positive-activation,
TNF,uniprot_P01375,uniprot,P01375,,protein,,,RA,pfam_PF00788,pfam,PF00788,,family,,,increases,,,,,,,,,PMC7072729,positive-activation,
IFN,be_Interferon,be,Interferon,,family,,,IL4,uniprot_P05112,uniprot,P05112,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
Th1,uniprot_Q8IXH7,uniprot,Q8IXH7,,protein,,,IL4,uniprot_P05112,uniprot,P05112,,protein,,,increases,,,,,,,,,PMC7072729,positive-activation,
