Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs
JAK,protein,,,uaz,UA-BP-GGP-00072,,,SOCS6,protein,,,uniprot,O14512,,,negative,,,,,,,,1,,,PMC6861185
STAT3,protein,,,uniprot,P40763,,,SOCS6,protein,,,uniprot,O14512,,,negative,,,,,,,,1,,,PMC6861185
CIS,protein,,,uniprot,Q9NSE2,,,IL15,protein,,,uniprot,P40933,,,positive,,,,,,,,1,,,PMC6861185
CIS,protein,,,uniprot,Q9NSE2,,,IL2,protein,,,uniprot,P60568,,,positive,,,,,,,,1,,,PMC6861185
IL12,family,,,be,IL12,,,SOCS1,protein,,,uniprot,O15524,,,negative,,,,,,,,1,,,PMC6861185
IFN,protein,,,uaz,UAZ03976,,,SOCS1,protein,,,uniprot,O15524,,,negative,,,,,,,,1,,,PMC6861185
antigen,protein,,,uaz,UA-BP-GGP-00007,,,SOCS1,protein,,,uniprot,O15524,,,negative,,,,,,,,1,,,PMC6861185
immunity,bioprocess,,,go,GO:0006955,,,SOCS1,protein,,,uniprot,O15524,,,negative,,,,,,,,1,,,PMC6861185
STAT5,family,,,be,STAT5,,,SOCS2,protein,,,uniprot,O14508,,,positive,,,,,,,,1,,,PMC6861185
IFN,protein,,,uaz,UAZ00085,,,Socs2deficiency,protein,,,uaz,UAZ08081,,,positive,,,,,,,,1,,,PMC6861185
gp130,protein,,,uniprot,P40189,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,1,,,PMC6861185
IL27,protein,,,uniprot,Q8NEV9,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,1,,,PMC6861185
OSM,protein,,,uniprot,P13725,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,1,,,PMC6861185
JAK,protein,,,uaz,UA-BP-GGP-00072,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,1,,,PMC6861185
STAT3,protein,,,uniprot,P40763,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,1,,,PMC6861185
LIF,protein,,,uniprot,P15018,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,1,,,PMC6861185
ubiquitin,protein,,,uniprot,P0CG47,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,1,,,PMC6861185
IL6,protein,,,uniprot,P05231,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,1,,,PMC6861185
gp130_receptor,protein,,,uaz,UAZ08056,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,1,,,PMC6861185
IL11,protein,,,uniprot,P20809,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,1,,,PMC6861185
STAT4,protein,,,uniprot,Q14765,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,1,,,PMC6861185
proliferation,bioprocess,,,go,GO:0008283,,,CRISPR,protein,,,uaz,UAZ00924,,,negative,,,,,,,,1,,,PMC6861185
proliferation,bioprocess,,,go,GO:0008283,,,Cas9,protein,,,uniprot,J3F2B0,,,negative,,,,,,,,1,,,PMC6861185
SOCS3,protein,,,uniprot,O14543,,,Cas9,protein,,,uniprot,J3F2B0,,,negative,,,,,,,,1,,,PMC6861185
SOCS3,protein,,,uniprot,O14543,,,CRISPR,protein,,,uaz,UAZ00924,,,negative,,,,,,,,1,,,PMC6861185
proliferation,bioprocess,,,go,GO:0008283,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,1,,,PMC6861185
CD56,protein,,,uaz,UAZ03730,,,Ruxolitinib,simple-chemical,,,pubchem,25126798,,,negative,,,,,,,,1,,,PMC6861185
inflammation,bioprocess,,,go,GO:0006954,,,lab,protein,,,uniprot,Q9GZY6,,,positive,,,,,,,,1,,,PMC4597205
BCATENIN,protein,,,uaz,UAZ00210,,,adenomatous_polyposis_coli_APC,family,,,interpro,IPR026818,,,negative,,,,,,,,1,,,PMC4597205
antigen,protein,,,uaz,UA-BP-GGP-00007,,,immunity,bioprocess,,,go,GO:0006955,,,positive,,,,,,,,1,,,PMC4597205
Proliferation,bioprocess,,,go,GO:0008283,,,DC,protein,,,uaz,UAZ05033,,,positive,,,,,,,,1,,,PMC4597205
BCATENIN,protein,,,uaz,UAZ07813,,,DC,protein,,,uaz,UAZ05033,,,positive,,,,,,,,1,,,PMC4597205
STAT3,protein,,,uniprot,P40763,,,DC,protein,,,uaz,UAZ05033,,,positive,,,,,,,,1,,,PMC4597205
NFKB,protein,,,uniprot,P19838,,,DC,protein,,,uaz,UAZ05033,,,positive,,,,,,,,1,,,PMC4597205
Proliferation,bioprocess,,,go,GO:0008283,,,TH1,protein,,,uniprot,Q8IXH7,,,positive,,,,,,,,1,,,PMC4597205
Apoptosis,bioprocess,,,go,GO:0006915,,,TREG,protein,,,uaz,UAZ04745,,,positive,,,,,,,,1,,,PMC4597205
Apoptosis,bioprocess,,,go,GO:0006915,,,TH2,protein,,,uaz,UAZ00104,,,positive,,,,,,,,1,,,PMC4597205
Proliferation,bioprocess,,,go,GO:0008283,,,TH2,protein,,,uaz,UAZ00104,,,positive,,,,,,,,1,,,PMC4597205
Proliferation,bioprocess,,,go,GO:0008283,,,TREG,protein,,,uaz,UAZ04745,,,positive,,,,,,,,1,,,PMC4597205
ERK,family,,,be,ERK,,,IBD,protein,,,uniprot,Q9UKU7,,,positive,,,,,,,,1,,,PMC4597205
MAPK,family,,,be,ERK,,,IBD,protein,,,uniprot,Q9UKU7,,,positive,,,,,,,,1,,,PMC4597205
extracellular_signalregulated_kinase,family,,,be,ERK,,,IBD,protein,,,uniprot,Q9UKU7,,,positive,,,,,,,,1,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,ERK_MAPK,family,,,uaz,UAZ08105,,,negative,,,,,,,,1,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,ERK_MAPK,family,,,uaz,UAZ08105,,,positive,,,,,,,,1,,,PMC4597205
CAC,protein,,,uniprot,O43772,,,SPHK1,protein,,,uniprot,Q9NYA1,,,positive,,,,,,,,1,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,GSK3B,protein,,,uniprot,P49841,,,positive,,,,,,,,1,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,PP2A,protein,,,uniprot,P67775,,,positive,,,,,,,,1,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,GSK3B,protein,,,uniprot,P49841,,,negative,,,,,,,,1,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,ATM,protein,,,uniprot,Q13315,,,negative,,,,,,,,1,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,ATM,protein,,,uniprot,Q13315,,,positive,,,,,,,,1,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,CERAMIDE,simple-chemical,,,pubchem,5283563,,,positive,,,,,,,,1,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,CERAMIDE,simple-chemical,,,pubchem,5283563,,,negative,,,,,,,,1,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,SMAD,family,,,be,SMAD,,,positive,,,,,,,,1,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,ROS,simple-chemical,,,chebi,CHEBI:26523,,,negative,,,,,,,,1,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,ROS,simple-chemical,,,chebi,CHEBI:26523,,,positive,,,,,,,,1,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,SMAD,family,,,be,SMAD,,,negative,,,,,,,,1,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,PP2A,protein,,,uniprot,P67775,,,negative,,,,,,,,1,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,Ceramide,simple-chemical,,,pubchem,5283563,,,positive,,,,,,,,1,,,PMC4597205
PP2A,protein,,,uniprot,P67775,,,Ceramide,simple-chemical,,,pubchem,5283563,,,positive,,,,,,,,1,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,AKT,family,,,be,AKT,,,negative,,,,,,,,1,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,C2ceramide,simple-chemical,,,pubchem,5497136,,,positive,,,,,,,,1,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,MK2206,simple-chemical,,,pubchem,24964624,,,positive,,,,,,,,1,,,PMC4597205
result,simple-chemical,,,pubchem,4594,,,P53,protein,,,uniprot,P04637,,,positive,,,,,,,,1,,,PMC4597205
hematopoiesis,bioprocess,,,go,GO:0030097,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,1,,,PMC6895831
hematopoiesis,bioprocess,,,go,GO:0030097,,,STAT5A,protein,,,uniprot,P42229,,,positive,,,,,,,,1,,,PMC6895831
GAS,protein,,,uniprot,P01350,,,interferon,family,,,be,Interferon,,,positive,,,,,,,,1,,,PMC6895831
differentiation,bioprocess,,,go,GO:0030154,,,Jak2,protein,,,uniprot,O60674,,,positive,,,,,,,,1,,,PMC6895831
differentiation,bioprocess,,,go,GO:0030154,,,cS5_F,protein,,,uaz,UAZ05181,,,positive,,,,,,,,1,,,PMC6895831
differentiation,bioprocess,,,go,GO:0030154,,,TPO,protein,,,uniprot,P07202,,,positive,,,,,,,,1,,,PMC6895831
Differentiation,bioprocess,,,go,GO:0030154,,,STAT5,protein,,,uaz,UAZ08063,,,positive,,,,,,,,1,,,PMC6895831
receptor,protein,,,uaz,UAZ00375,,,Mcl1,gene,,,uniprot,Q07820,,,positive,,,,,,,,1,,,PMC6895831
CD8,family,,,be,CD8,,,Stat5b,protein,,,uniprot,P51692,,,positive,,,,,,,,1,,,PMC6895831
CD8,family,,,be,CD8,,,cS5_F,protein,,,uaz,UAZ05181,,,positive,,,,,,,,1,,,PMC6895831
TPO,protein,,,uniprot,P07202,,,HSC,protein,,,uniprot,P19526,,,positive,,,,,,,,1,,,PMC6895831
cell_cycle,bioprocess,,,go,GO:0007049,,,interferon,family,,,be,Interferon,,,positive,,,,,,,,1,,,PMC6895831
cell_cycle,bioprocess,,,go,GO:0007049,,,IFN,family,,,be,Interferon,,,positive,,,,,,,,1,,,PMC6895831
IFN,protein,,,uaz,UAZ00085,,,STAT5B,protein,,,uniprot,P51692,,,negative,,,,,,,,1,,,PMC6895831
IFN,protein,,,uaz,UAZ03979,,,STAT5B,protein,,,uniprot,P51692,,,negative,,,,,,,,1,,,PMC6895831
STAT5,protein,,,uaz,UAZ08063,,,AML,protein,,,uniprot,Q6PF39,,,positive,,,,,,,,1,,,PMC6895831
CD27,protein,,,uniprot,P26842,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,1,,,PMC6895831
STAT5,family,,,be,STAT5,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,1,,,PMC6895831
apoptosis,bioprocess,,,go,GO:0006915,,,BCL2,protein,,,uniprot,P10415,,,positive,,,,,,,,1,,,PMC6895831
apoptosis,bioprocess,,,go,GO:0006915,,,PIM1,protein,,,uniprot,P11309,,,positive,,,,,,,,1,,,PMC6895831
ABL,protein,,,uniprot,P00519,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,1,,,PMC6895831
STAT5B,protein,,,uniprot,P51692,,,BCR,protein,,,uniprot,P11274,,,positive,,,,,,,,1,,,PMC6895831
STAT5B,protein,,,uniprot,P51692,,,ABL,protein,,,uniprot,P00519,,,positive,,,,,,,,1,,,PMC6895831
ALCL,protein,,,uaz,UAZ07141,,,ALK,protein,,,uniprot,Q9UM73,,,positive,,,,,,,,1,,,PMC6895831
STAT5B,protein,,,uniprot,P51692,,,ATP,simple-chemical,,,pubchem,5957,,,negative,,,,,,,,1,,,PMC6895831
EZH2,protein,,,uniprot,Q15910,,,CD8,family,,,be,CD8,,,positive,,,,,,,,1,,,PMC6895831
EZH2,protein,,,uniprot,Q15910,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,1,,,PMC6895831
cell_cycle,bioprocess,,,go,GO:0007049,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,1,,,PMC6895831
cell_cycle,bioprocess,,,go,GO:0007049,,,CD8,family,,,be,CD8,,,positive,,,,,,,,1,,,PMC6895831
DNA_damage_response,bioprocess,,,go,GO:0000077,,,p53,protein,,,uniprot,P04637,,,positive,,,,,,,,1,,,PMC3762865
MDM4,protein,,,uniprot,O15151,,,MDM2,gene,,,uniprot,Q00987,,,negative,,,,,,,,1,,,PMC3762865
MDM2,gene,,,uniprot,Q00987,,,MDM4,protein,,,uniprot,O15151,,,negative,,,,,,,,1,,,PMC3762865
p53,protein,,,uniprot,P04637,,,MDM2,gene,,,uniprot,Q00987,,,negative,,,,,,,,1,,,PMC3762865
p53,protein,,,uniprot,P04637,,,MDM2,gene,,,uniprot,Q00987,,,positive,,,,,,,,1,,,PMC3762865
MDM2,gene,,,uniprot,Q00987,,,MDM4,protein,,,uniprot,O15151,,,negative,,,,,,,,1,,,PMC3762865
MDM4,protein,,,uniprot,O15151,,,MDM2,gene,,,uniprot,Q00987,,,negative,,,,,,,,1,,,PMC3762865
p53,protein,,,uniprot,P04637,,,ATM,protein,,,uniprot,Q13315,,,positive,,,,,,,,1,,,PMC3762865
transcription_factor_1,protein,,,uniprot,P20823,,,MYC,protein,,,uniprot,P01106,,,positive,,,,,,,,1,,,PMC3762865
CHEK2,protein,,,uniprot,O96017,,,E2F1,protein,,,uniprot,Q01094,,,positive,,,,,,,,1,,,PMC3762865
E2F1,protein,,,uniprot,Q01094,,,MYC,protein,,,uniprot,P01106,,,positive,,,,,,,,1,,,PMC3762865
CHEK2,protein,,,uniprot,O96017,,,ATM,protein,,,uniprot,Q13315,,,positive,,,,,,,,1,,,PMC3762865
MYC,protein,,,uniprot,P01106,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,1,,,PMC3762865
apoptosis,bioprocess,,,go,GO:0006915,,,LATS2,protein,,,uniprot,Q9NRM7,,,positive,,,,,,,,1,,,PMC3762865
CCNB1,protein,,,uniprot,P14635,,,KLF4,protein,,,uniprot,O43474,,,negative,,,,,,,,1,,,PMC3762865
TLR3,protein,,,uniprot,O15455,,,interferon,family,,,be,Interferon,,,positive,,,,,,,,1,,,PMC3762865
tolllike_receptor_3,protein,,,uniprot,O15455,,,IFNA1,protein,,,uniprot,P01562,,,positive,,,,,,,,1,,,PMC3762865
p53,protein,,,uniprot,P04637,,,interferon,family,,,be,Interferon,,,positive,,,,,,,,1,,,PMC3762865
TLR3,protein,,,uniprot,O15455,,,IFNA1,protein,,,uniprot,P01562,,,positive,,,,,,,,1,,,PMC3762865
tolllike_receptor_3,protein,,,uniprot,O15455,,,interferon,family,,,be,Interferon,,,positive,,,,,,,,1,,,PMC3762865
p53,protein,,,uniprot,P04637,,,IFNA1,protein,,,uniprot,P01562,,,positive,,,,,,,,1,,,PMC3762865
DNA_damage,bioprocess,,,mesh,D004249,,,etoposide,simple-chemical,,,pubchem,36462,,,positive,,,,,,,,1,,,PMC3762865
p53,protein,,,uniprot,P04637,,,etoposide,simple-chemical,,,pubchem,36462,,,positive,,,,,,,,1,,,PMC3762865
cell_death,bioprocess,,,go,GO:0008219,,,FAS,protein,,,uniprot,P25445,,,positive,,,,,,,,1,,,PMC3762865
cell_death,bioprocess,,,go,GO:0008219,,,p53AIP1,protein,,,uniprot,Q9HCN2,,,positive,,,,,,,,1,,,PMC3762865
apoptosis,bioprocess,,,go,GO:0006915,,,FGF2,protein,,,uniprot,P09038,,,negative,,,,,,,,1,,,PMC3762865
p53,protein,,,uniprot,P04637,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,1,,,PMC3762865
IGFR1,protein,,,uniprot,P12314,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,1,,,PMC3762865
p53,protein,,,uniprot,P04637,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,1,,,PMC3762865
CDC25A,protein,,,uniprot,P30304,,,CHEK1,protein,,,uniprot,O14757,,,negative,,,,,,,,1,,,PMC3762865
differentiation,bioprocess,,,go,GO:0030154,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
differentiation,bioprocess,,,go,GO:0030154,,,IgG_1__monoclonal_antibody,protein,,,uaz,UAZ08185,,,negative,,,,,,,,1,,,PMC6197267
differentiation,bioprocess,,,go,GO:0030154,,,CD26,protein,,,uniprot,P27487,,,negative,,,,,,,,1,,,PMC6197267
huCD26mAb,protein,,,uaz,UAZ08179,,,CD26,protein,,,uniprot,P27487,,,positive,,,,,,,,1,,,PMC6197267
huCD26mAb,protein,,,uaz,UAZ08179,,,ADCC,protein,,,uniprot,O34946,,,positive,,,,,,,,1,,,PMC6197267
side,family,,,pfam,PF12252,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
differentiation,bioprocess,,,go,GO:0030154,,,IgG_1__monoclonal_antibody,protein,,,uaz,UAZ08185,,,negative,,,,,,,,1,,,PMC6197267
differentiation,bioprocess,,,go,GO:0030154,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
differentiation,bioprocess,,,go,GO:0030154,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
CD26,protein,,,uniprot,P27487,,,MM,simple-chemical,,,pubchem,6993082,,,positive,,,,,,,,1,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,CD26,protein,,,uniprot,P27487,,,positive,,,,,,,,1,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,CD26,protein,,,uniprot,P27487,,,positive,,,,,,,,1,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,antiCD26_monoclonal_antibody,protein,,,uaz,UAZ08193,,,negative,,,,,,,,1,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,antiCD26_monoclonal_antibody,protein,,,uaz,UAZ08193,,,negative,,,,,,,,1,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,positive,,,,,,,,1,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
cell_adhesion,bioprocess,,,go,GO:0007155,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
CD26,protein,,,uniprot,P27487,,,MM,simple-chemical,,,pubchem,6993082,,,positive,,,,,,,,1,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
cell_growth,bioprocess,,,go,GO:0016049,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
side,family,,,pfam,PF12252,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
differentiation,bioprocess,,,go,GO:0030154,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,14D10,protein,,,uaz,UAZ08203,,,negative,,,,,,,,1,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,IgG_1,protein,,,uaz,UAZ00080,,,negative,,,,,,,,1,,,PMC6197267
cell_growth,bioprocess,,,go,GO:0016049,,,IF7,protein,,,uaz,UAZ08205,,,negative,,,,,,,,1,,,PMC6197267
RCC,simple-chemical,,,pubchem,10985033,,,14D10,protein,,,uaz,UAZ08203,,,negative,,,,,,,,1,,,PMC6197267
RCC,simple-chemical,,,pubchem,10985033,,,IgG_1,protein,,,uaz,UAZ00080,,,negative,,,,,,,,1,,,PMC6197267
RCC,simple-chemical,,,pubchem,10985033,,,IF7,protein,,,uaz,UAZ08205,,,negative,,,,,,,,1,,,PMC6197267
cell_growth,bioprocess,,,go,GO:0016049,,,14D10,protein,,,uaz,UAZ08203,,,negative,,,,,,,,1,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,IF7,protein,,,uaz,UAZ08205,,,negative,,,,,,,,1,,,PMC6197267
cell_growth,bioprocess,,,go,GO:0016049,,,IgG_1,protein,,,uaz,UAZ00080,,,negative,,,,,,,,1,,,PMC6197267
cell_growth,bioprocess,,,go,GO:0016049,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
metastasis,bioprocess,,,mesh,D009362,,,CD26,protein,,,uniprot,P27487,,,negative,,,,,,,,1,,,PMC6197267
adhesion,bioprocess,,,go,GO:0007155,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,1,,,PMC6197267
CD26,protein,,,uaz,UAZ08182,,,CRC,protein,,,uniprot,Q8L925,,,positive,,,,,,,,1,,,PMC6197267
CRC_61,protein,,,uaz,UAZ08197,,,CRC,protein,,,uniprot,Q8L925,,,positive,,,,,,,,1,,,PMC6197267
ERK,family,,,be,ERK,,,EGFR,protein,,,uniprot,P00533,,,positive,,,,,,,,1,,,PMC2853906
Raf,family,,,be,RAF,,,EGFR,protein,,,uniprot,P00533,,,positive,,,,,,,,1,,,PMC2853906
AKT,family,,,be,AKT,,,EGFR,protein,,,uniprot,P00533,,,positive,,,,,,,,1,,,PMC2853906
PI3K,protein,,,be,PI3K,,,EGFR,protein,,,uniprot,P00533,,,positive,,,,,,,,1,,,PMC2853906
ERK,family,,,be,ERK,,,AKT,family,,,be,AKT,,,positive,,,,,,,,1,,,PMC2853906
Raf,family,,,be,RAF,,,AKT,family,,,be,AKT,,,positive,,,,,,,,1,,,PMC2853906
PI3K,protein,,,be,PI3K,,,ERK,family,,,be,ERK,,,negative,,,,,,,,1,,,PMC2853906
cell_cycle,bioprocess,,,go,GO:0007049,,,retinoblastoma_protein,family,,,interpro,IPR028309,,,positive,,,,,,,,1,,,PMC2853906
SH2,family,,,pfam,PF00017,,,STAT,protein,,,uniprot,P35610,,,positive,,,,,,,,1,,,PMC6895964
IL22,protein,,,uniprot,Q9GZX6,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,1,,,PMC6895964
IL17,protein,,,uniprot,Q16552,,,STAT3,protein,,,uniprot,P40763,,,positive,,,,,,,,1,,,PMC6895964
STAT3,protein,,,uniprot,P40763,,,SOCS3,protein,,,uniprot,O14543,,,negative,,,,,,,,1,,,PMC6895964
STAT5B,protein,,,uniprot,P51692,,,FLT3,protein,,,uniprot,P36888,,,positive,,,,,,,,1,,,PMC6895964
EGFR,protein,,,uniprot,P00533,,,cetuximab,protein,,,uaz,UAZ00056,,,negative,,,,,,,,1,,,PMC3937194
apoptosis,bioprocess,,,go,GO:0006915,,,DNA_damage,bioprocess,,,mesh,D004249,,,positive,,,,,,,,1,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,DNA_damage,bioprocess,,,mesh,D004249,,,positive,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,DDR,family,,,pfam,PF08841,,,positive,,,,,,,,1,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,p53,protein,,,uniprot,P04637,,,positive,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,p53,protein,,,uniprot,P04637,,,positive,,,,,,,,1,,,PMC3473366
p53,protein,,,uniprot,P04637,,,phosphatase,family,,,pfam,PF15698,,,positive,,,,,,,,1,,,PMC3473366
DNA_damage,bioprocess,,,mesh,D004249,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,1,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,proliferation,bioprocess,,,go,GO:0008283,,,positive,,,,,,,,1,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,transcription,bioprocess,,,go,GO:0006351,,,negative,,,,,,,,1,,,PMC3473366
apoptosis,bioprocess,,,go,GO:0006915,,,cell_cycle,bioprocess,,,go,GO:0007049,,,negative,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,ATM,protein,,,uniprot,Q13315,,,negative,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,Chk1,protein,,,uniprot,O14757,,,negative,,,,,,,,1,,,PMC3473366
TOPI,protein,,,uniprot,P39814,,,Chk1,protein,,,uniprot,O14757,,,positive,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,p53,protein,,,uniprot,P04637,,,positive,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,Chk2,protein,,,uniprot,O96017,,,negative,,,,,,,,1,,,PMC3473366
cell_death,bioprocess,,,go,GO:0008219,,,Chk2,protein,,,uniprot,O96017,,,positive,,,,,,,,1,,,PMC3473366
p21,protein,,,uniprot,P38936,,,cell_cycle,bioprocess,,,go,GO:0007049,,,positive,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,Cdc25C,protein,,,uniprot,P30307,,,positive,,,,,,,,1,,,PMC3473366
cell_survival,bioprocess,,,mesh,D002470,,,doxorubicin,simple-chemical,,,pubchem,40469134,,,positive,,,,,,,,1,,,PMC3473366
cell_cycle,bioprocess,,,go,GO:0007049,,,TOPI_inhibitors,simple-chemical,,,uaz,UAZ09615,,,negative,,,,,,,,1,,,PMC3473366
cell_death,bioprocess,,,go,GO:0008219,,,Chk2,protein,,,uniprot,O96017,,,negative,,,,,,,,1,,,PMC3473366
Chk2,protein,,,uniprot,O96017,,,Wip1,protein,,,uniprot,O15297,,,negative,,,,,,,,1,,,PMC3473366
Chk2,protein,,,uniprot,O96017,,,Wip1,protein,,,uniprot,O15297,,,negative,,,,,,,,1,,,PMC3473366
Chk2,protein,,,uniprot,O96017,,,ATM,protein,,,uniprot,Q13315,,,negative,,,,,,,,1,,,PMC3473366
Chk2,protein,,,uniprot,O96017,,,ATM,protein,,,uniprot,Q13315,,,positive,,,,,,,,1,,,PMC3473366
NFKB,protein,,,uaz,UAZ02852,,,IKK,family,,,be,IKK_family,,,positive,,,,,,,,1,,,PMC3473366
