regulator_name,regulator_id,database1,ID1,location1,element_type1,cell_type1,level1,regulated_name,regulated_id,database2,ID2,location2,element_type2,cell_type2,level2,interaction,score,kindscore,matchlevel,epistemicvalue,file_numbers,number,Regulator Variable Name,Regulated Variable Name,PaperID,,
TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,1,,,,,,,,PMC5908286,positive-activation,
TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,increases,1,,,,,,,,PMC5908286,positive-activation,
TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,TRAIL_receptor,uaz_UAZ05350,uaz,UAZ05350,,gene,,,increases,1,,,,,,,,PMC5908286,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,1,,,,,,,,PMC5908286,pimozide inhibits STAT5,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,1,,,,,,,,PMC5908286,positive-activation,
PTCL,uaz_UAZ04906,uaz,UAZ04906,,protein,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,1,,,,,,,,PMC5908286,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,1,,,,,,,,PMC5908286,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,1,,,,,,,,PMC5908286,Pimozide inhibits STAT5,negative-activation
PTCL,uaz_UAZ04906,uaz,UAZ04906,,protein,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,1,,,,,,,,PMC5908286,Pimozide inhibits STAT5 in PTCL,negative-activation
cell_viability,mesh_D002470,mesh,D002470,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,1,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,1,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,1,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,1,,,,,,,,PMC5908286,STAT5 knockdown and inhibition with pimozide induced apoptosis,negative-activation
pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,decreases,1,,,,,,,,PMC5908286,pimozide induced apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,1,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,1,,,,,,,,PMC5908286,positive-activation,
pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,1,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,ZVADFMK,uaz_UAZ05343,uaz,UAZ05343,,protein,,,increases,1,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,pancaspase_inhibitor,uaz_UAZ05354,uaz,UAZ05354,,simple-chemical,,,increases,1,,,,,,,,PMC5908286,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,1,,,,,,,,PMC5908286,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,1,,,,,,,,PMC5908286,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,increases,1,,,,,,,,PMC5908286,positive-activation,
pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,1,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,DR4,uniprot_O00220,uniprot,O00220,,protein,,,increases,1,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,increases,1,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,1,,,,,,,,PMC5908286,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,Pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,1,,,,,,,,PMC5908286,Pimozide inhibits STAT5,negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,1,,,,,,,,PMC5908286,pimozide inhibits STAT5,negative-activation
pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,1,,,,,,,,PMC5908286,pimozide induced STAT5,negative-activation
TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,1,,,,,,,,PMC5908286,positive-activation,
STAT5,be_STAT5,be,STAT5,,family,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,1,,,,,,,,PMC5908286,pimozide inhibits STAT5,negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,1,,,,,,,,PMC5908286,pimozide inhibits STAT5 and support the utility of STAT5,negative-activation
pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,decreases,1,,,,,,,,PMC5908286,pimozide induces apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,1,,,,,,,,PMC5908286,STAT5 inhibition with pimozide induces apoptosis,negative-activation
cell_viability,mesh_D002470,mesh,D002470,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,decreases,1,,,,,,,,PMC5908286,pimozide reduces PTCL cell viability,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,1,,,,,,,,PMC5908286,positive-activation,
TRAIL,uniprot_P50591,uniprot,P50591,,protein,,,cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,increases,1,,,,,,,,PMC5908286,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,1,,,,,,,,PMC5908286,apoptosis induced by STAT5,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,1,,,,,,,,PMC5908286,STAT5 knockdown triggers apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,increases,1,,,,,,,,PMC5908286,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,JAK_inhibitors,uaz_UAZ03907,uaz,UAZ03907,,simple-chemical,,,increases,1,,,,,,,,PMC5908286,positive-activation,
pimozide,pubchem_16362,pubchem,16362,,simple-chemical,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,decreases,1,,,,,,,,PMC5908286,pimozide induces apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,1,,,,,,,,PMC5908286,STAT5 inhibition with pimozide induces apoptosis,negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,decreases,1,,,,,,,,PMC5908286,STAT5 induces apoptosis,negative-activation
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,antigen,uaz_UA-BP-GGP-00007,uaz,UA-BP-GGP-00007,,protein,,,increases,1,,,,,,,,PMC6221671,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,Fas,uniprot_P25445,uniprot,P25445,,protein,,,increases,1,,,,,,,,PMC6221671,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,Fas_ligand,uniprot_P48023,uniprot,P48023,,protein,,,increases,1,,,,,,,,PMC6221671,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,antigen,uaz_UA-BP-GGP-00007,uaz,UA-BP-GGP-00007,,protein,,,increases,1,,,,,,,,PMC6221671,positive-activation,
Fas,uniprot_P25445,uniprot,P25445,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,1,,,,,,,,PMC6221671,positive-activation,
TLGL,uaz_UAZ04612,uaz,UAZ04612,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC6221671,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC6221671,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,increases,1,,,,,,,,PMC6221671,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,increases,1,,,,,,,,PMC6221671,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC6221671,positive-activation,
RCC,pubchem_10985033,pubchem,10985033,,simple-chemical,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC6221671,positive-activation,
IL6,uniprot_P05231,uniprot,P05231,,protein,,,RCC,pubchem_10985033,pubchem,10985033,,simple-chemical,,,increases,1,,,,,,,,PMC6221671,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,Fyn,uniprot_P06241,uniprot,P06241,,protein,,,decreases,1,,,,,,,,PMC5323146,Fyn phosphorylation and induces apoptosis,negative-activation
cell_viability,mesh_D002470,mesh,D002470,,bioprocess,,,pyrimidine,pubchem_9260,pubchem,9260,,simple-chemical,,,decreases,1,,,,,,,,PMC5323146,pyrimidine compound reduced cell viability,negative-activation
Alpha,pubchem_7409,pubchem,7409,,simple-chemical,,,Caspase,be_Caspase,be,Caspase,,family,,,increases,1,,,,,,,,PMC5323146,positive-activation,
Fas_Ligand,uniprot_P48023,uniprot,P48023,,protein,,,Caspase,be_Caspase,be,Caspase,,family,,,increases,1,,,,,,,,PMC5323146,positive-activation,
Apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,Caspase,be_Caspase,be,Caspase,,family,,,increases,1,,,,,,,,PMC5323146,positive-activation,
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,resveratrol,pubchem_445154,pubchem,445154,,simple-chemical,,,increases,1,,,,,,,,PMC5323146,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,resveratrol,pubchem_445154,pubchem,445154,,simple-chemical,,,increases,1,,,,,,,,PMC5323146,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,resveratrol,pubchem_445154,pubchem,445154,,simple-chemical,,,increases,1,,,,,,,,PMC5323146,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,miR125a3p,uaz_UAZ05380,uaz,UAZ05380,,protein,,,increases,1,,,,,,,,PMC5323146,positive-activation,
cell_viability,mesh_D002470,mesh,D002470,,bioprocess,,,miR125a3p,uaz_UAZ05380,uaz,UAZ05380,,protein,,,decreases,1,,,,,,,,PMC5323146,miR-125a-3p causes an arrest of cell cycle at G2/M stage and a decreases cell viability,negative-activation
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,Caspase,be_Caspase,be,Caspase,,family,,,increases,1,,,,,,,,PMC5323146,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,FADD,uniprot_Q13158,uniprot,Q13158,,protein,,,increases,1,,,,,,,,PMC5323146,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,1,,,,,,,,PMC5323146,positive-activation,
cell_death,go_GO:0008219,go,GO:0008219,,bioprocess,,,CFLAR,uniprot_O15519,uniprot,O15519,,protein,,,increases,1,,,,,,,,PMC5323146,positive-activation,
caspase_3,uniprot_P42574,uniprot,P42574,,protein,,,death,pfam_PF00531,pfam,PF00531,,family,,,increases,1,,,,,,,,PMC5323146,positive-activation,
cell_cycle,go_GO:0007049,go,GO:0007049,,bioprocess,,,Fyn,uniprot_P06241,uniprot,P06241,,protein,,,decreases,1,,,,,,,,PMC5323146,"Fyn phosphorylation by 4c pyrazolo[3,4-d]pyrimidine compound induces apoptosis and cell cycle",negative-activation
apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,Fyn,uniprot_P06241,uniprot,P06241,,protein,,,decreases,1,,,,,,,,PMC5323146,"Fyn phosphorylation by 4c pyrazolo[3,4-d]pyrimidine compound induces apoptosis",negative-activation
oxygen,hmdb_HMDB01377,hmdb,HMDB01377,,simple-chemical,,,PI3K,be_PI3K,be,PI3K,,protein,,,decreases,1,,,,,,,,PMC7369308,"PI3Kγ pathway causes defects in the neutrophil slow-rolling, the release of granule proteins, and the production of reactive oxygen",negative-activation
IFI,uaz_UAZ07945,uaz,UAZ07945,,protein,,,isavuconazole,pubchem_6918485,pubchem,6918485,,simple-chemical,,,decreases,1,,,,,,,,PMC7369308,isavuconazole was used for prophylaxis patients with hematologic malignancies or hematopoietic cell transplant recipients to prevent IFI,negative-activation
death,pfam_PF00531,pfam,PF00531,,family,,,azole,pubchem_8027,pubchem,8027,,simple-chemical,,,increases,1,,,,,,,,PMC7369308,positive-activation,
Th1,uniprot_Q8IXH7,uniprot,Q8IXH7,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,1,,,,,,,,PMC7369308,positive-activation,
immunity,go_GO:0006955,go,GO:0006955,,bioprocess,,,trichothecenes,pubchem_45266518,pubchem,45266518,,simple-chemical,,,decreases,1,,,,,,,,PMC7369308,"trichothecenes, which causes tissue damage and suppress humoral and cellular immunity",negative-activation
Fas,uniprot_P25445,uniprot,P25445,,protein,,,apoptosis,go_GO:0006915,go,GO:0006915,,bioprocess,,,increases,1,,,,,,,,PMC4147778,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,Hsp90,pfam_PF00183,pfam,PF00183,,family,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,CDK_inhibitors,uaz_UAZ08028,uaz,UAZ08028,,simple-chemical,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,mTOR,uniprot_P42345,uniprot,P42345,,protein,,,increases,1,,,,,,,,PMC5722580,positive-activation,
luciferase,uniprot_P08659,uniprot,P08659,,protein,,,IL6,uniprot_P05231,uniprot,P05231,,protein,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,IL6,uniprot_P05231,uniprot,P05231,,protein,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,BMS754807,pubchem_24785538,pubchem,24785538,,simple-chemical,,,increases,1,,,,,,,,PMC5722580,positive-activation,
insulin,uniprot_P08069,uniprot,P08069,,protein,,,BMS754807,pubchem_24785538,pubchem,24785538,,simple-chemical,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,insulinlike_growth_factor_1,uaz_UAZ08031,uaz,UAZ08031,,protein,,,decreases,1,,,,,,,,PMC5722580,insulin-like growth factor 1 receptor inhibitor BMS-754807 inhibited only mutant STAT3,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,insulinlike_growth_factor_1_receptor,uniprot_P08069,uniprot,P08069,,protein,,,decreases,1,,,,,,,,PMC5722580,insulin-like growth factor 1 receptor inhibitor BMS-754807 inhibited only mutant STAT3,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT3_inhibitors,uaz_UAZ03772,uaz,UAZ03772,,simple-chemical,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,IL6,uniprot_P05231,uniprot,P05231,,protein,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,IL6,uniprot_P05231,uniprot,P05231,,protein,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT,uniprot_P35610,uniprot,P35610,,protein,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,1,,,,,,,,PMC5722580,positive-activation,
JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uaz_UAZ08039,uaz,UAZ08039,,site,,,ruxolitinib,pubchem_25126798,pubchem,25126798,,simple-chemical,,,decreases,1,,,,,,,,PMC5722580,"ruxolitinib treatment only partially reduced P-STAT3 levels in STAT3 mutant cells, but completely inhibited P-STAT3",negative-activation
cell_viability,mesh_D002470,mesh,D002470,,bioprocess,,,Hsp90,pfam_PF00183,pfam,PF00183,,family,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,Hsp90_inhibitor,uaz_UAZ03632,uaz,UAZ03632,,simple-chemical,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,mTOR_inhibitors,uaz_UAZ02042,uaz,UAZ02042,,simple-chemical,,,increases,1,,,,,,,,PMC5722580,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,luciferase,uniprot_P08659,uniprot,P08659,,protein,,,increases,1,,,,,,,,PMC5722580,positive-activation,
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,erythropoietin,uniprot_P01588,uniprot,P01588,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,growth_hormone,uniprot_P01241,uniprot,P01241,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
proliferation,go_GO:0008283,go,GO:0008283,,bioprocess,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
JAK2,uniprot_O60674,uniprot,O60674,,protein,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
STAT4,uniprot_Q14765,uniprot,Q14765,,protein,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,IL23,uaz_UAZ07174,uaz,UAZ07174,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
IL12,be_IL12,be,IL12,,family,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
STAT4,uniprot_Q14765,uniprot,Q14765,,protein,,,IL23,uaz_UAZ07174,uaz,UAZ07174,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
IL27,uniprot_Q8NEV9,uniprot,Q8NEV9,,protein,,,IL23,uaz_UAZ07174,uaz,UAZ07174,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
STAT4,uniprot_Q14765,uniprot,Q14765,,protein,,,IL12,be_IL12,be,IL12,,family,,,increases,1,,,,,,,,PMC6861185,positive-activation,
signal_transduction,go_GO:0007165,go,GO:0007165,,bioprocess,,,JAK2,uniprot_O60674,uniprot,O60674,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
metastasis,mesh_D009362,mesh,D009362,,bioprocess,,,JAK2_inhibitor,uaz_UAZ05200,uaz,UAZ05200,,simple-chemical,,,decreases,1,,,,,,,,PMC6861185,JAK2 inhibitor-mediated increase of tumor metastasis,negative-activation
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,IFN,uaz_UAZ03976,uaz,UAZ03976,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
ISGF3_complex,uaz_UAZ08080,uaz,UAZ08080,,protein,,,IFN,uaz_UAZ08079,uaz,UAZ08079,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
ISGF3_complex,uaz_UAZ08080,uaz,UAZ08080,,protein,,,IFN,be_Interferon,be,Interferon,,family,,,increases,1,,,,,,,,PMC6861185,positive-activation,
ISGF3_complex,uaz_UAZ08080,uaz,UAZ08080,,protein,,,IFN,be_Interferon,be,Interferon,,family,,,increases,1,,,,,,,,PMC6861185,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,IFN,be_Interferon,be,Interferon,,family,,,increases,1,,,,,,,,PMC6861185,positive-activation,
STAT1,uniprot_P42224,uniprot,P42224,,protein,,,IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,IL27R,uaz_UAZ08052,uaz,UAZ08052,,protein,,,decreases,1,,,,,,,,PMC6861185,IL-27R in mice leads to reduced NK cell-mediated IFN-γ,negative-activation
STAT5,be_STAT5,be,STAT5,,family,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,decreases,1,,,,,,,,PMC6861185,STAT3 represses STAT5,negative-activation
angiogenesis,go_GO:0001525,go,GO:0001525,,bioprocess,,,STAT3,uniprot_P40763,uniprot,P40763,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
M1,pubchem_13019211,pubchem,13019211,,simple-chemical,,,IL12,be_IL12,be,IL12,,family,,,increases,1,,,,,,,,PMC6861185,positive-activation,
M1,pubchem_13019211,pubchem,13019211,,simple-chemical,,,STAT4,uniprot_Q14765,uniprot,Q14765,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,STAT4,uniprot_Q14765,uniprot,Q14765,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,VEGFA,uniprot_P15692,uniprot,P15692,,protein,,,decreases,1,,,,,,,,PMC6861185,"driving the expression of transcription factors pivotal for NK cell development (ID2, EOMES and T-BET) and regulating the expression of crucial effector molecules (perforin, granzymes and IFN-γ), STAT5 has been reported to suppress the expression of the pro-angiogenic factor VEGF-A",negative-activation
TBET,uniprot_Q9UL17,uniprot,Q9UL17,,protein,,,VEGFA,uniprot_P15692,uniprot,P15692,,protein,,,decreases,1,,,,,,,,PMC6861185,"driving the expression of transcription factors pivotal for NK cell development (ID2, EOMES and T-BET) and regulating the expression of crucial effector molecules (perforin, granzymes and IFN-γ), STAT5 has been reported to suppress the expression of the pro-angiogenic factor VEGF-A",negative-activation
EOMES,uniprot_O95936,uniprot,O95936,,protein,,,VEGFA,uniprot_P15692,uniprot,P15692,,protein,,,decreases,1,,,,,,,,PMC6861185,"driving the expression of transcription factors pivotal for NK cell development (ID2, EOMES and T-BET) and regulating the expression of crucial effector molecules (perforin, granzymes and IFN-γ), STAT5 has been reported to suppress the expression of the pro-angiogenic factor VEGF-A",negative-activation
ID2,uniprot_Q02363,uniprot,Q02363,,protein,,,VEGFA,uniprot_P15692,uniprot,P15692,,protein,,,decreases,1,,,,,,,,PMC6861185,"driving the expression of transcription factors pivotal for NK cell development (ID2, EOMES and T-BET) and regulating the expression of crucial effector molecules (perforin, granzymes and IFN-γ), STAT5 has been reported to suppress the expression of the pro-angiogenic factor VEGF-A",negative-activation
transcription,go_GO:0006351,go,GO:0006351,,bioprocess,,,STAT5,be_STAT5,be,STAT5,,family,,,increases,1,,,,,,,,PMC6861185,positive-activation,
STAT6,uniprot_P42226,uniprot,P42226,,protein,,,IL4,uniprot_P05112,uniprot,P05112,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
STAT6,uniprot_P42226,uniprot,P42226,,protein,,,IL13,uniprot_P35225,uniprot,P35225,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,IL4,uniprot_P05112,uniprot,P05112,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
IFN,uaz_UAZ00085,uaz,UAZ00085,,protein,,,IL4,uniprot_P05112,uniprot,P05112,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
antiIFN_mAb,uaz_UAZ08072,uaz,UAZ08072,,protein,,,IL5,uniprot_P05113,uniprot,P05113,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
JAK,uaz_UA-BP-GGP-00072,uaz,UA-BP-GGP-00072,,protein,,,SOCS6,uniprot_O14512,uniprot,O14512,,protein,,,decreases,1,,,,,,,,PMC6861185,SOCS6 negatively regulates JAK,negative-activation
STAT3,uniprot_P40763,uniprot,P40763,,protein,,,SOCS6,uniprot_O14512,uniprot,O14512,,protein,,,decreases,1,,,,,,,,PMC6861185,SOCS6 negatively regulates JAK/STAT3,negative-activation
CIS,uniprot_Q9NSE2,uniprot,Q9NSE2,,protein,,,IL15,uniprot_P40933,uniprot,P40933,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
CIS,uniprot_Q9NSE2,uniprot,Q9NSE2,,protein,,,IL2,uniprot_P60568,uniprot,P60568,,protein,,,increases,1,,,,,,,,PMC6861185,positive-activation,
IL12,be_IL12,be,IL12,,family,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,decreases,1,,,,,,,,PMC6861185,SOCS1 negatively regulates signaling of IFNs and IL-12,negative-activation
IFN,uaz_UAZ03976,uaz,UAZ03976,,protein,,,SOCS1,uniprot_O15524,uniprot,O15524,,protein,,,decreases,1,,,,,,,,PMC6861185,SOCS1 negatively regulates signaling of IFNs,negative-activation
