Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs
tRNA_synthetase,protein,,,uaz,UAZ07465,,,receptors,protein,,,uaz,UAZ07090,,,positive,,,,,,,,,,,PMC7072729
IL17,protein,,,uniprot,Q16552,,,RA,family,,,pfam,PF00788,,,positive,,,,,,,,,,,PMC7072729
IFN,family,,,be,Interferon,,,RA,family,,,pfam,PF00788,,,positive,,,,,,,,,,,PMC7072729
TNF,protein,,,uniprot,P01375,,,RA,family,,,pfam,PF00788,,,positive,,,,,,,,,,,PMC7072729
IFN,family,,,be,Interferon,,,IL4,protein,,,uniprot,P05112,,,positive,,,,,,,,,,,PMC7072729
Th1,protein,,,uniprot,Q8IXH7,,,IL4,protein,,,uniprot,P05112,,,positive,,,,,,,,,,,PMC7072729
Th1,protein,,,uniprot,Q8IXH7,,,IFN,family,,,be,Interferon,,,positive,,,,,,,,,,,PMC7072729
IPP,protein,,,uniprot,P49441,,,proliferation,bioprocess,,,go,GO:0008283,,,positive,,,,,,,,,,,PMC7072729
IL17,protein,,,uniprot,Q16552,,,ROR,family,,,be,ROR,,,positive,,,,,,,,,,,PMC7072729
Th17,protein,,,uaz,UAZ02091,,,IL28A,protein,,,uniprot,Q8IZJ0,,,negative,,,,,,,,,,,PMC7072729
IL23,family,,,pfam,PF16649,,,IL28A,protein,,,uniprot,Q8IZJ0,,,negative,,,,,,,,,,,PMC7072729
IL17,protein,,,uniprot,Q16552,,,ES62,protein,,,uaz,UAZ07504,,,negative,,,,,,,,,,,PMC7072729
IL17,protein,,,uniprot,Q16552,,,ES62,protein,,,uaz,UAZ07504,,,negative,,,,,,,,,,,PMC7072729
ES62,protein,,,uaz,UAZ07504,,,CD44,protein,,,uniprot,P16070,,,negative,,,,,,,,,,,PMC7072729
IL23,protein,,,uaz,UAZ07174,,,IL27,protein,,,uniprot,Q8NEV9,,,positive,,,,,,,,,,,PMC7072729
IL17,protein,,,uniprot,Q16552,,,IL1,family,,,pfam,PF00340,,,positive,,,,,,,,,,,PMC7072729
IL1,family,,,pfam,PF00340,,,IL1Ra,protein,,,uniprot,P14778,,,positive,,,,,,,,,,,PMC7072729
IL17,protein,,,uniprot,Q16552,,,IL1_receptor,protein,,,uaz,UAZ06099,,,positive,,,,,,,,,,,PMC7072729
IL17,protein,,,uniprot,Q16552,,,IL23R,protein,,,uniprot,Q5VWK5,,,positive,,,,,,,,,,,PMC7072729
IL1R,protein,,,uniprot,P14778,,,IL17,protein,,,uniprot,Q16552,,,positive,,,,,,,,,,,PMC7072729
SF,protein,,,uniprot,P14210,,,IPP,protein,,,uniprot,P49441,,,positive,,,,,,,,,,,PMC7072729
CD69,protein,,,uniprot,Q07108,,,SF,protein,,,uniprot,P14210,,,positive,,,,,,,,,,,PMC7072729
CD4,protein,,,uniprot,P01730,,,Foxp3,protein,,,uniprot,B7ZLG1,,,negative,,,,,,,,,,,PMC7072729
IL2,protein,,,uniprot,P60568,,,IL10,protein,,,uniprot,P22301,,,positive,,,,,,,,,,,PMC7072729
IL2,protein,,,uniprot,P60568,,,IL4,protein,,,uniprot,P05112,,,positive,,,,,,,,,,,PMC7072729
IL4,protein,,,uniprot,P05112,,,IL10,protein,,,uniprot,P22301,,,positive,,,,,,,,,,,PMC7072729
proliferation,bioprocess,,,go,GO:0008283,,,B220,protein,,,uaz,UAZ04139,,,positive,,,,,,,,,,,PMC7072729
B220,protein,,,uaz,UAZ04139,,,CD4,protein,,,uniprot,P01730,,,positive,,,,,,,,,,,PMC7072729
CD4,protein,,,uniprot,P01730,,,B220,protein,,,uaz,UAZ04139,,,positive,,,,,,,,,,,PMC7072729
proliferation,bioprocess,,,go,GO:0008283,,,CD4,protein,,,uniprot,P01730,,,positive,,,,,,,,,,,PMC7072729
apoptosis,bioprocess,,,go,GO:0006915,,,P140,protein,,,uniprot,Q9C0H9,,,positive,,,,,,,,,,,PMC7072729
apoptosis,bioprocess,,,go,GO:0006915,,,P140,protein,,,uniprot,Q9C0H9,,,positive,,,,,,,,,,,PMC7072729
NZB,protein,,,uaz,UAZ07505,,,CD1d,protein,,,uniprot,P15813,,,negative,,,,,,,,,,,PMC7072729
NZW,protein,,,uaz,UAZ07503,,,CD1d,protein,,,uniprot,P15813,,,negative,,,,,,,,,,,PMC7072729
CXCR5,protein,,,uniprot,P32302,,,CFA,protein,,,uniprot,O75347,,,positive,,,,,,,,,,,PMC7072729
CXCR5,protein,,,uniprot,P32302,,,alum,simple-chemical,,,pubchem,104727,,,positive,,,,,,,,,,,PMC7072729
CXCR5,protein,,,uniprot,P32302,,,TCR,protein,,,uniprot,P04234,,,positive,,,,,,,,,,,PMC7072729
ovalbumin,protein,,,uniprot,P01012,,,TCR,protein,,,uniprot,P04234,,,negative,,,,,,,,,,,PMC7072729
CD25,protein,,,uniprot,P01589,,,CL,simple-chemical,,,pubchem,313,,,negative,,,,,,,,,,,PMC7072729
IFN,family,,,be,Interferon,,,CL,simple-chemical,,,pubchem,313,,,negative,,,,,,,,,,,PMC7072729
CD8,family,,,be,CD8,,,CD28,protein,,,uniprot,P10747,,,positive,,,,,,,,,,,PMC6659676
CD8,family,,,be,CD8,,,TCR,protein,,,uniprot,P04234,,,positive,,,,,,,,,,,PMC6659676
CD4,protein,,,uniprot,P01730,,,TCR,protein,,,uniprot,P04234,,,positive,,,,,,,,,,,PMC6659676
CD4,protein,,,uniprot,P01730,,,CD28,protein,,,uniprot,P10747,,,positive,,,,,,,,,,,PMC6659676
TRAF5,protein,,,uniprot,O00463,,,Bim,protein,,,uniprot,O43521,,,positive,,,,,,,,,,,PMC6659676
cytokine_production,bioprocess,,,go,GO:0001816,,,CD8,family,,,be,CD8,,,positive,,,,,,,,,,,PMC6659676
cytokine_production,bioprocess,,,go,GO:0001816,,,CD8,family,,,be,CD8,,,positive,,,,,,,,,,,PMC6659676
CD8,family,,,be,CD8,,,OX40,protein,,,uniprot,P47741,,,positive,,,,,,,,,,,PMC6659676
CD8,family,,,be,CD8,,,41BB,protein,,,uaz,UAZ05125,,,positive,,,,,,,,,,,PMC6659676
U0126,simple-chemical,,,pubchem,3006531,,,ERK,family,,,be,ERK,,,negative,,,,,,,,,,,PMC6659676
CD8,family,,,be,CD8,,,PI3K,protein,,,be,PI3K,,,negative,,,,,,,,,,,PMC6659676
LY294002,simple-chemical,,,pubchem,3973,,,ERK,family,,,be,ERK,,,negative,,,,,,,,,,,PMC6659676
CD8,family,,,be,CD8,,,Bay11,protein,,,uaz,UAZ07733,,,negative,,,,,,,,,,,PMC6659676
cell_survival,bioprocess,,,mesh,D002470,,,Bay11,protein,,,uaz,UAZ07733,,,negative,,,,,,,,,,,PMC6659676
TCR,protein,,,uniprot,P04234,,,CTLA4,protein,,,uniprot,P16410,,,negative,,,,,,,,,,,PMC6659676
TRAF5,protein,,,uniprot,O00463,,,OX40,protein,,,uniprot,P47741,,,positive,,,,,,,,,,,PMC6659676
TRAF3,protein,,,uniprot,Q13114,,,OX40,protein,,,uniprot,P47741,,,positive,,,,,,,,,,,PMC6659676
41BB,protein,,,uaz,UAZ05125,,,OX40,protein,,,uniprot,P47741,,,positive,,,,,,,,,,,PMC6659676
TRAF2,protein,,,uniprot,Q12933,,,TRAF3,protein,,,uniprot,Q13114,,,negative,,,,,,,,,,,PMC6659676
TRAF2,protein,,,uniprot,Q12933,,,OX40,protein,,,uniprot,P47741,,,positive,,,,,,,,,,,PMC6659676
OX40,protein,,,uniprot,P47741,,,TRAF2,protein,,,uniprot,Q12933,,,positive,,,,,,,,,,,PMC6659676
OX40,protein,,,uniprot,P47741,,,TRAF5,protein,,,uniprot,O00463,,,positive,,,,,,,,,,,PMC6659676
CD4,protein,,,uniprot,P01730,,,OX40,protein,,,uniprot,P47741,,,positive,,,,,,,,,,,PMC6659676
ERK,family,,,be,ERK,,,TRAF1,protein,,,uniprot,Q13077,,,negative,,,,,,,,,,,PMC6659676
Bim,protein,,,uniprot,O43521,,,TRAF1,protein,,,uniprot,Q13077,,,negative,,,,,,,,,,,PMC6659676
Bim,protein,,,uniprot,O43521,,,FoxO,family,,,be,FOXO,,,positive,,,,,,,,,,,PMC6659676
Bim,protein,,,uniprot,O43521,,,cJun_Nterminal_Kinase,family,,,be,JNK,,,positive,,,,,,,,,,,PMC6659676
apoptosis,bioprocess,,,go,GO:0006915,,,JNK,family,,,be,JNK,,,negative,,,,,,,,,,,PMC6659676
apoptosis,bioprocess,,,go,GO:0006915,,,PKB,protein,,,uniprot,P31749,,,positive,,,,,,,,,,,PMC6659676
Fas,protein,,,uniprot,P25445,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,,,,PMC6739335
cellular_microenvironment,bioprocess,,,mesh,D060833,,,STPs,protein,,,uniprot,F6M8H7,,,positive,,,,,,,,,,,PMC5955113
GRN,protein,,,uniprot,P28799,,,AML,protein,,,uniprot,Q6PF39,,,negative,,,,,,,,,,,PMC5955113
cell_proliferation,bioprocess,,,go,GO:0008283,,,Bcatenin,protein,,,uaz,UAZ00210,,,positive,,,,,,,,,,,PMC5955113
apoptosis,bioprocess,,,go,GO:0006915,,,FOXO3a,protein,,,uniprot,O43524,,,negative,,,,,,,,,,,PMC5955113
MDS,protein,,,uniprot,P43034,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,,,,PMC5955113
apoptosis,bioprocess,,,go,GO:0006915,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,,,,PMC5955113
DNA_repair,bioprocess,,,go,GO:0006281,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,,,,PMC5955113
cell_cycle,bioprocess,,,go,GO:0007049,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,,,,PMC5955113
apoptosis,bioprocess,,,go,GO:0006915,,,p53,protein,,,uniprot,P04637,,,negative,,,,,,,,,,,PMC5955113
apoptosis,bioprocess,,,go,GO:0006915,,,ERK,family,,,be,ERK,,,positive,,,,,,,,,,,PMC5955113
MDM2,protein,,,uniprot,Q00987,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,,,,PMC5955113
apoptosis,bioprocess,,,go,GO:0006915,,,ERK,family,,,be,ERK,,,negative,,,,,,,,,,,PMC5955113
cell_proliferation,bioprocess,,,go,GO:0008283,,,RAS,family,,,pfam,PF00071,,,positive,,,,,,,,,,,PMC5955113
differentiation,bioprocess,,,go,GO:0030154,,,AML1,protein,,,uniprot,Q01196,,,negative,,,,,,,,,,,PMC5955113
cell_proliferation,bioprocess,,,go,GO:0008283,,,Bcatenin,protein,,,uaz,UAZ00210,,,positive,,,,,,,,,,,PMC5955113
MDS,protein,,,uniprot,P43034,,,PU.1,protein,,,uaz,UAZ07054,,,positive,,,,,,,,,,,PMC5955113
MDS,protein,,,uniprot,P43034,,,HIF1,protein,,,be,HIF1,,,positive,,,,,,,,,,,PMC5955113
AML,protein,,,uniprot,Q6PF39,,,PU.1,protein,,,uaz,UAZ07054,,,positive,,,,,,,,,,,PMC5955113
AML,protein,,,uniprot,Q6PF39,,,HIF1,protein,,,be,HIF1,,,positive,,,,,,,,,,,PMC5955113
AML,protein,,,uniprot,Q6PF39,,,NFKB,protein,,,uaz,UAZ07608,,,positive,,,,,,,,,,,PMC5955113
AML,protein,,,uniprot,Q6PF39,,,FOXO3a,protein,,,uniprot,O43524,,,positive,,,,,,,,,,,PMC5955113
MDS,protein,,,uniprot,P43034,,,FOXO3a,protein,,,uniprot,O43524,,,positive,,,,,,,,,,,PMC5955113
MDS,protein,,,uniprot,P43034,,,NFKB,protein,,,uaz,UAZ07608,,,positive,,,,,,,,,,,PMC5955113
differentiation,bioprocess,,,go,GO:0030154,,,Decitabine,simple-chemical,,,pubchem,451668,,,positive,,,,,,,,,,,PMC5955113
apoptosis,bioprocess,,,go,GO:0006915,,,Decitabine,simple-chemical,,,pubchem,451668,,,positive,,,,,,,,,,,PMC5955113
decitabine,simple-chemical,,,pubchem,451668,,,differentiation,bioprocess,,,go,GO:0030154,,,positive,,,,,,,,,,,PMC5955113
AML1,protein,,,uniprot,Q01196,,,decitabine,simple-chemical,,,pubchem,451668,,,negative,,,,,,,,,,,PMC5955113
p53,protein,,,uniprot,P04637,,,result,simple-chemical,,,pubchem,4594,,,positive,,,,,,,,,,,PMC5955113
radicicol,simple-chemical,,,pubchem,6323491,,,cell_death,bioprocess,,,go,GO:0008219,,,positive,,,,,,,,,,,PMC5955113
MDS,protein,,,uniprot,P43034,,,VEGF,protein,,,uniprot,P15692,,,positive,,,,,,,,,,,PMC5955113
cFos,protein,,,uaz,UAZ00615,,,HSP90,family,,,pfam,PF00183,,,negative,,,,,,,,,,,PMC5955113
cell_proliferation,bioprocess,,,go,GO:0008283,,,PLZF,protein,,,uniprot,Q05516,,,negative,,,,,,,,,,,PMC5955113
differentiation,bioprocess,,,go,GO:0030154,,,PLZF,protein,,,uniprot,Q05516,,,negative,,,,,,,,,,,PMC5955113
ATM,protein,,,uniprot,Q13315,,,STAT5B,protein,,,uniprot,P51692,,,positive,,,,,,,,,,,PMC4633051
oxygen,simple-chemical,,,hmdb,HMDB01377,,,PI3K,protein,,,be,PI3K,,,negative,,,,,,,,,,,PMC7369308
IFI,protein,,,uaz,UAZ07945,,,isavuconazole,simple-chemical,,,pubchem,6918485,,,negative,,,,,,,,,,,PMC7369308
death,family,,,pfam,PF00531,,,azole,simple-chemical,,,pubchem,8027,,,positive,,,,,,,,,,,PMC7369308
Th1,protein,,,uniprot,Q8IXH7,,,IFN,protein,,,uaz,UAZ00085,,,positive,,,,,,,,,,,PMC7369308
immunity,bioprocess,,,go,GO:0006955,,,trichothecenes,simple-chemical,,,pubchem,45266518,,,negative,,,,,,,,,,,PMC7369308
HL,protein,,,uniprot,P11150,,,PRDM1,protein,,,uniprot,O75626,,,positive,,,,,,,,,,,PMC2713479
HL,protein,,,uniprot,P11150,,,Blimp1,protein,,,uniprot,O75626,,,positive,,,,,,,,,,,PMC2713479
HRS,protein,,,uniprot,O14964,,,AP1,protein,,,be,AP1,,,positive,,,,,,,,,,,PMC2713479
Src,family,,,be,SRC,,,dasatinib,simple-chemical,,,pubchem,11540687,,,negative,,,,,,,,,,,PMC2713479
interleukin,protein,,,uaz,UA-BP-GGP-00070,,,TIMP1,protein,,,uniprot,P01033,,,positive,,,,,,,,,,,PMC2713479
"signal_transducer,_and_activator_of_transcription3",protein,,,uaz,UAZ07773,,,TIMP1,protein,,,uniprot,P01033,,,positive,,,,,,,,,,,PMC2713479
BCL6,protein,,,uniprot,P41182,,,TIMP1,protein,,,uniprot,P01033,,,negative,,,,,,,,,,,PMC2713479
receptor,protein,,,uaz,UAZ00375,,,TIMP1,protein,,,uniprot,P01033,,,negative,,,,,,,,,,,PMC2713479
CD44,protein,,,uniprot,P16070,,,TIMP1,protein,,,uniprot,P01033,,,positive,,,,,,,,,,,PMC2713479
localization,bioprocess,,,go,GO:0051179,,,TIMP1,protein,,,uniprot,P01033,,,positive,,,,,,,,,,,PMC2713479
SHP1,protein,,,uniprot,P29381,,,TIMP1,protein,,,uniprot,P01033,,,positive,,,,,,,,,,,PMC2713479
p53,protein,,,uniprot,P04637,,,Pim,family,,,pfam,PF16765,,,positive,,,,,,,,,,,PMC2713479
Mdm2,protein,,,uniprot,Q00987,,,Pim,family,,,pfam,PF16765,,,positive,,,,,,,,,,,PMC2713479
MCL,protein,,,uniprot,Q8WXI8,,,PI3K,protein,,,be,PI3K,,,negative,,,,,,,,,,,PMC2713479
MCL,protein,,,uniprot,Q8WXI8,,,mammalian_target_of_rapamycin,protein,,,uniprot,P42345,,,positive,,,,,,,,,,,PMC2713479
IL4,protein,,,uniprot,P05112,,,PI3K,protein,,,be,PI3K,,,positive,,,,,,,,,,,PMC2713479
CD40,protein,,,uniprot,P25942,,,PI3K,protein,,,be,PI3K,,,positive,,,,,,,,,,,PMC2713479
IL4,protein,,,uniprot,P05112,,,PI3K,protein,,,be,PI3K,,,negative,,,,,,,,,,,PMC2713479
IL4,protein,,,uniprot,P05112,,,mammalian_target_of_rapamycin,protein,,,uniprot,P42345,,,positive,,,,,,,,,,,PMC2713479
MCL,protein,,,uniprot,Q8WXI8,,,mTOR,protein,,,uniprot,P42345,,,positive,,,,,,,,,,,PMC2713479
MCL,protein,,,uniprot,Q8WXI8,,,Phosphatidylinositol3_kinase,protein,,,be,PI3K,,,negative,,,,,,,,,,,PMC2713479
IL4,protein,,,uniprot,P05112,,,mammalian_target_of_rapamycin,protein,,,uniprot,P42345,,,negative,,,,,,,,,,,PMC2713479
CD40,protein,,,uniprot,P25942,,,Phosphatidylinositol3_kinase,protein,,,be,PI3K,,,positive,,,,,,,,,,,PMC2713479
IL4,protein,,,uniprot,P05112,,,Phosphatidylinositol3_kinase,protein,,,be,PI3K,,,negative,,,,,,,,,,,PMC2713479
IL4,protein,,,uniprot,P05112,,,Phosphatidylinositol3_kinase,protein,,,be,PI3K,,,positive,,,,,,,,,,,PMC2713479
CD40,protein,,,uniprot,P25942,,,mammalian_target_of_rapamycin,protein,,,uniprot,P42345,,,positive,,,,,,,,,,,PMC2713479
Kip1,protein,,,uniprot,P46527,,,p45,protein,,,uniprot,P29466,,,negative,,,,,,,,,,,PMC2713479
p27,protein,,,uniprot,P40305,,,Cks1,protein,,,uniprot,P61024,,,negative,,,,,,,,,,,PMC2713479
p27,protein,,,uniprot,P40305,,,p45,protein,,,uniprot,P29466,,,negative,,,,,,,,,,,PMC2713479
Kip1,protein,,,uniprot,P46527,,,Cks1,protein,,,uniprot,P61024,,,negative,,,,,,,,,,,PMC2713479
proteasome,protein,,,be,Proteasome,,,GSK3,family,,,be,GSK3,,,negative,,,,,,,,,,,PMC2713479
cyclin,protein,,,uniprot,P12004,,,Akt,family,,,be,AKT,,,positive,,,,,,,,,,,PMC2713479
proteasome,protein,,,be,Proteasome,,,Akt,family,,,be,AKT,,,negative,,,,,,,,,,,PMC2713479
caspase,family,,,be,Caspase,,,Akt_inhibitors,simple-chemical,,,uaz,UAZ03558,,,negative,,,,,,,,,,,PMC2713479
apoptosis,bioprocess,,,go,GO:0006915,,,PI3K,protein,,,be,PI3K,,,negative,,,,,,,,,,,PMC2713479
telomerase,protein,,,uaz,UAZ01898,,,PI3K,protein,,,be,PI3K,,,positive,,,,,,,,,,,PMC2713479
apoptosis,bioprocess,,,go,GO:0006915,,,Akt_inhibitors,simple-chemical,,,uaz,UAZ03558,,,negative,,,,,,,,,,,PMC2713479
telomerase,protein,,,uaz,UAZ01898,,,rapamycin,simple-chemical,,,pubchem,5284616,,,positive,,,,,,,,,,,PMC2713479
telomerase,protein,,,uaz,UAZ01898,,,Akt_inhibitors,simple-chemical,,,uaz,UAZ03558,,,positive,,,,,,,,,,,PMC2713479
caspase,family,,,be,Caspase,,,rapamycin,simple-chemical,,,pubchem,5284616,,,positive,,,,,,,,,,,PMC2713479
caspase,family,,,be,Caspase,,,PI3K,protein,,,be,PI3K,,,negative,,,,,,,,,,,PMC2713479
apoptosis,bioprocess,,,go,GO:0006915,,,rapamycin,simple-chemical,,,pubchem,5284616,,,positive,,,,,,,,,,,PMC2713479
STAT3,protein,,,uniprot,P40763,,,ALK,protein,,,uniprot,Q9UM73,,,positive,,,,,,,,,,,PMC2713479
Fas,protein,,,uniprot,P25445,,,apoptosis,bioprocess,,,go,GO:0006915,,,positive,,,,,,,,,,,PMC4147778
CD8,family,,,be,CD8,,,Alemtuzumab,protein,,,uaz,UAZ01281,,,positive,,,,,,,,,,,PMC2592349
CD4,protein,,,uniprot,P01730,,,Alemtuzumab,protein,,,uaz,UAZ01281,,,positive,,,,,,,,,,,PMC2592349
antiEPO_antibody,protein,,,uaz,UAZ07861,,,PRCA,protein,,,uniprot,C7LYP8,,,positive,,,,,,,,,,,PMC2592349
inflammation,bioprocess,,,go,GO:0006954,,,lab,protein,,,uniprot,Q9GZY6,,,positive,,,,,,,,,,,PMC4597205
Bcatenin,protein,,,uaz,UAZ00210,,,adenomatous_polyposis_coli_(APC),family,,,interpro,IPR026818,,,negative,,,,,,,,,,,PMC4597205
antigen,protein,,,uaz,UA-BP-GGP-00007,,,immunity,bioprocess,,,go,GO:0006955,,,positive,,,,,,,,,,,PMC4597205
Proliferation,bioprocess,,,go,GO:0008283,,,DC,protein,,,uaz,UAZ05033,,,positive,,,,,,,,,,,PMC4597205
BCATENIN,protein,,,uaz,UAZ07813,,,DC,protein,,,uaz,UAZ05033,,,positive,,,,,,,,,,,PMC4597205
STAT3,protein,,,uniprot,P40763,,,DC,protein,,,uaz,UAZ05033,,,positive,,,,,,,,,,,PMC4597205
NFKB,protein,,,uniprot,P19838,,,DC,protein,,,uaz,UAZ05033,,,positive,,,,,,,,,,,PMC4597205
Proliferation,bioprocess,,,go,GO:0008283,,,TH1,protein,,,uniprot,Q8IXH7,,,positive,,,,,,,,,,,PMC4597205
Apoptosis,bioprocess,,,go,GO:0006915,,,TREG,protein,,,uaz,UAZ04745,,,positive,,,,,,,,,,,PMC4597205
Apoptosis,bioprocess,,,go,GO:0006915,,,TH2,protein,,,uaz,UAZ00104,,,positive,,,,,,,,,,,PMC4597205
Proliferation,bioprocess,,,go,GO:0008283,,,TH2,protein,,,uaz,UAZ00104,,,positive,,,,,,,,,,,PMC4597205
Proliferation,bioprocess,,,go,GO:0008283,,,TREG,protein,,,uaz,UAZ04745,,,positive,,,,,,,,,,,PMC4597205
ERK,family,,,be,ERK,,,IBD,protein,,,uniprot,Q9UKU7,,,positive,,,,,,,,,,,PMC4597205
MAPK,family,,,be,ERK,,,IBD,protein,,,uniprot,Q9UKU7,,,positive,,,,,,,,,,,PMC4597205
extracellular_signalregulated_kinase,family,,,be,ERK,,,IBD,protein,,,uniprot,Q9UKU7,,,positive,,,,,,,,,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,ERK_MAPK,family,,,uaz,UAZ08105,,,negative,,,,,,,,,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,ERK_MAPK,family,,,uaz,UAZ08105,,,positive,,,,,,,,,,,PMC4597205
CAC,protein,,,uniprot,O43772,,,SPHK1,protein,,,uniprot,Q9NYA1,,,positive,,,,,,,,,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,GSK3B,protein,,,uniprot,P49841,,,positive,,,,,,,,,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,PP2A,protein,,,uniprot,P67775,,,positive,,,,,,,,,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,GSK3B,protein,,,uniprot,P49841,,,negative,,,,,,,,,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,ATM,protein,,,uniprot,Q13315,,,negative,,,,,,,,,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,ATM,protein,,,uniprot,Q13315,,,positive,,,,,,,,,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,CERAMIDE,simple-chemical,,,pubchem,5283563,,,positive,,,,,,,,,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,CERAMIDE,simple-chemical,,,pubchem,5283563,,,negative,,,,,,,,,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,SMAD,family,,,be,SMAD,,,positive,,,,,,,,,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,ROS,simple-chemical,,,chebi,CHEBI:26523,,,negative,,,,,,,,,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,ROS,simple-chemical,,,chebi,CHEBI:26523,,,positive,,,,,,,,,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,SMAD,family,,,be,SMAD,,,negative,,,,,,,,,,,PMC4597205
proliferation,bioprocess,,,go,GO:0008283,,,PP2A,protein,,,uniprot,P67775,,,negative,,,,,,,,,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,Ceramide,simple-chemical,,,pubchem,5283563,,,positive,,,,,,,,,,,PMC4597205
PP2A,protein,,,uniprot,P67775,,,Ceramide,simple-chemical,,,pubchem,5283563,,,positive,,,,,,,,,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,AKT,family,,,be,AKT,,,negative,,,,,,,,,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,C2ceramide,simple-chemical,,,pubchem,5497136,,,positive,,,,,,,,,,,PMC4597205
apoptosis,bioprocess,,,go,GO:0006915,,,MK2206,simple-chemical,,,pubchem,24964624,,,positive,,,,,,,,,,,PMC4597205
result,simple-chemical,,,pubchem,4594,,,P53,protein,,,uniprot,P04637,,,positive,,,,,,,,,,,PMC4597205
differentiation,bioprocess,,,go,GO:0030154,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
differentiation,bioprocess,,,go,GO:0030154,,,IgG_1__monoclonal_antibody,protein,,,uaz,UAZ08185,,,negative,,,,,,,,,,,PMC6197267
differentiation,bioprocess,,,go,GO:0030154,,,CD26,protein,,,uniprot,P27487,,,negative,,,,,,,,,,,PMC6197267
huCD26mAb,protein,,,uaz,UAZ08179,,,CD26,protein,,,uniprot,P27487,,,positive,,,,,,,,,,,PMC6197267
huCD26mAb,protein,,,uaz,UAZ08179,,,ADCC,protein,,,uniprot,O34946,,,positive,,,,,,,,,,,PMC6197267
side,family,,,pfam,PF12252,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
differentiation,bioprocess,,,go,GO:0030154,,,IgG_1__monoclonal_antibody,protein,,,uaz,UAZ08185,,,negative,,,,,,,,,,,PMC6197267
differentiation,bioprocess,,,go,GO:0030154,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
differentiation,bioprocess,,,go,GO:0030154,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
CD26,protein,,,uniprot,P27487,,,MM,simple-chemical,,,pubchem,6993082,,,positive,,,,,,,,,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,CD26,protein,,,uniprot,P27487,,,positive,,,,,,,,,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,CD26,protein,,,uniprot,P27487,,,positive,,,,,,,,,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,antiCD26_monoclonal_antibody,protein,,,uaz,UAZ08193,,,negative,,,,,,,,,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,antiCD26_monoclonal_antibody,protein,,,uaz,UAZ08193,,,negative,,,,,,,,,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,positive,,,,,,,,,,,PMC6197267
CD26,protein,,,uaz,UAZ08190,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
MM,simple-chemical,,,pubchem,6993082,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
cell_adhesion,bioprocess,,,go,GO:0007155,,,huCD26mAb,protein,,,uaz,UAZ08179,,,negative,,,,,,,,,,,PMC6197267
CD26,protein,,,uniprot,P27487,,,MM,simple-chemical,,,pubchem,6993082,,,positive,,,,,,,,,,,PMC6197267
